redχsq,d1,d2,d3,d4,lam,pB,repL,impL,repH,impH,pB_g11,pB_g22,pL_g11,pL_g22,pH_g11,pH_g22
2.35,-0.6825661111741317,0.0231395804022393,-0.299491511640904,-0.2504413549390093,734.949573116558,NaN,1381.88,-0.0,1450.43,-12.29,NaN,NaN,3.6,1.5,1.26,3.18
3.32,0.2722782034313736,0.0230688753149177,0.0818317997599678,-1.2162846509897594,887.6943027873084,NaN,1383.66,-0.0,1445.52,-3.38,NaN,NaN,2.86,0.19,0.63,3.35
2.71,-1.3555090726583932,0.0252926076022237,-0.7195177478405955,0.4080455105810897,847.1991137685718,NaN,1377.57,0.0,1449.92,-3.97,NaN,NaN,3.39,0.26,0.67,3.06
3.93,-0.9812516888461652,0.0246427313840004,-0.4851481348107788,0.0303729840061157,833.1795014397572,NaN,1390.62,0.0,1440.77,-12.33,NaN,NaN,2.52,1.37,1.3,3.7
2.86,-0.4203624868845579,0.0238786541893981,-0.149436587682272,-0.4846448570450647,708.8566943156403,NaN,1385.33,-0.0,1446.78,-13.87,NaN,NaN,3.32,1.69,1.37,3.32
4.83,0.0718054352766069,0.0231081657247393,0.0476239213795367,-1.0142596134523427,830.7914673954152,NaN,1393.15,0.0,1437.88,-14.02,NaN,NaN,2.2,1.47,1.42,3.83
2.54,-0.5500744316915398,0.0225625018219279,-0.2158533046955781,-0.3912463990231662,735.4571521304761,NaN,1388.15,0.0,1449.99,-16.03,NaN,NaN,2.96,1.67,1.47,3.35
3.92,-0.4452852859415078,0.0228733688425126,-0.2818538376776973,-0.4236770495329603,780.3346496478678,NaN,1363.48,0.0,1448.21,-1.59,NaN,NaN,4.89,0.38,0.42,2.98
2.92,-0.5549065847796582,0.0219755416135015,-0.2099902858621941,-0.3059551894914359,665.6143206207252,NaN,1379.04,-0.0,1447.44,-11.37,NaN,NaN,4.12,1.68,1.22,3.16
2.27,-0.8146290633598231,0.023365592315147,-0.3096509474203078,-0.1285226947738266,678.3358257188362,NaN,1384.0,0.0,1455.61,-16.85,NaN,NaN,3.59,1.91,1.53,3.16
2.33,-1.6158219743622553,0.0234057314343788,-0.7298957150691252,0.7083411924120676,672.0807557132005,NaN,1377.74,-0.0,1452.14,-13.11,NaN,NaN,4.35,1.82,1.31,3.08
2.53,-0.4291535262683291,0.0242469088836942,-0.1016961442878302,-0.5341830476755621,693.4594933397924,NaN,1391.5,-0.0,1456.3,-22.23,NaN,NaN,2.58,1.82,1.8,3.42
7.2,0.4071063452846652,0.0230203941647433,0.035325895289075,-1.314824388399461,945.3358358215064,NaN,1381.64,0.0,1460.22,2.12,NaN,NaN,2.74,1.96,0.46,2.33
2.48,0.0383608416146039,0.0234038900553009,0.0914535763977357,-0.9158966021707704,652.4981145478995,NaN,1367.67,-0.0,1451.42,-10.71,NaN,NaN,6.4,1.96,1.16,2.98
4.55,-0.3121994861111652,0.0236759449506116,-0.1606706149633262,-0.6181462933202704,829.6691980665383,NaN,1389.31,0.0,1438.55,-9.87,NaN,NaN,2.64,1.24,1.17,3.69
6.51,-1.3183050275935,0.0232067661717802,-0.8411837911322533,0.4089788119145641,980.9793150977029,NaN,1388.21,0.0,1460.48,-3.95,NaN,NaN,2.33,2.09,0.64,2.43
7.67,-0.6212444235473987,0.0254712737695614,-0.3612151273040997,-0.4000689436024431,882.3367488484498,NaN,1370.29,-0.0,1464.07,1.75,NaN,NaN,3.75,0.06,0.43,1.75
5.23,-0.93019975635505,0.0217472784810535,-0.2573600918529776,-0.1048240703349314,704.6855487683524,1396.56,1488.1,-51.38,1488.1,-51.38,1.13,1.29,3.23,5.1,3.23,5.1
3.72,-0.2148623696295169,0.0229964430727805,-0.333348219433456,-0.4990136171593922,798.4367516711008,NaN,1363.92,0.0,1445.03,-9.01,NaN,NaN,4.88,3.82,1.06,3.37
3.11,1.5171304939360917,0.0242103001248912,0.8095438565281535,-2.452326474859704,752.6267825475352,NaN,1390.14,0.0,1445.59,-16.17,NaN,NaN,2.7,1.66,1.5,3.51
5.81,0.4269898416727898,0.0228858204455165,0.0494365294238027,-1.2861885331383252,864.299731484901,NaN,1367.75,-0.0,1456.94,1.64,NaN,NaN,3.76,2.15,0.41,2.55
2.75,0.0228477339366005,0.0238333406554421,0.1078367298596148,-0.97712286303546,713.6532658339714,NaN,1392.62,-0.0,1452.48,-21.8,NaN,NaN,2.39,1.74,1.76,3.48
4.87,-0.8932659116318838,0.0249335935991606,-0.5201076382645088,0.0147776179454269,823.0769382398873,NaN,1372.05,0.0,1444.65,-0.93,NaN,NaN,3.73,0.47,0.33,3.21
7.23,-0.6807111145877605,0.0240600572294743,-0.4442181908945383,-0.2922279179173006,954.0328454696552,NaN,1380.74,0.0,1459.43,0.11,NaN,NaN,2.79,0.86,0.11,2.37
2.35,0.8068368554264677,0.0225283107620391,0.5024717452765586,-1.697760159948167,631.2674210245666,NaN,1367.32,-0.0,1454.62,-12.3,NaN,NaN,7.06,2.42,1.26,2.92
2.83,-0.6973711942872425,0.0239273405049055,-0.2852629572444317,-0.255714646598385,749.2202605965239,NaN,1391.31,-0.0,1448.97,-18.61,NaN,NaN,2.56,1.69,1.61,3.5
2.65,0.4179777174455066,0.0234658403171577,0.319428687980576,-1.390917794178593,706.4419993944736,NaN,1393.0,-0.0,1457.2,-23.65,NaN,NaN,2.32,1.73,1.86,3.49
2.7,-0.1741404991167751,0.0230343892010122,0.0067170786374031,-0.8092885293604763,731.9856231391698,NaN,1393.19,0.0,1457.12,-23.35,NaN,NaN,2.27,1.67,1.85,3.52
2.96,-0.3383237118706136,0.024458611590302,-0.1408343307078905,-0.5704602981328704,743.0289211163116,NaN,1382.29,-0.0,1445.36,-10.66,NaN,NaN,3.5,1.39,1.18,3.31
2.24,-1.413573856627873,0.0238732016127014,-0.6100006313685078,0.4854169440180115,663.506078722156,NaN,1379.2,0.0,1455.06,-15.03,NaN,NaN,4.25,1.97,1.42,3.07
2.85,0.3067619839040936,0.0240692546594943,0.2604255822608474,-1.1938541032560963,657.5129377211026,NaN,1387.83,0.0,1448.66,-16.74,NaN,NaN,3.12,1.9,1.52,3.3
6.93,0.3580747265824808,0.024711933650474,0.2492787797403739,-1.2494393493755895,743.4073258874724,NaN,1396.44,-0.0,1434.7,-20.03,NaN,NaN,1.49,1.46,1.75,3.82
2.35,-0.7177577255301676,0.0246492474630906,-0.3115462964818939,-0.2064774612863078,717.8373676957709,NaN,1378.87,0.0,1450.35,-11.85,NaN,NaN,3.99,1.54,1.24,3.14
3.8,0.3262964463976426,0.0229108577920505,0.2667848743954819,-1.3248437393077397,761.3347180797703,NaN,1397.24,0.0,1457.61,-31.97,NaN,NaN,1.04,1.01,2.17,3.92
2.48,-0.1841715254324333,0.0231285232702354,-0.1039844534440586,-0.7563704170878153,806.1096149158867,NaN,1379.81,0.0,1449.1,-7.13,NaN,NaN,3.45,0.82,0.92,3.13
2.25,-0.3620413061713035,0.0241976053624082,-0.1455283952705859,-0.5978905219487188,757.7342018762146,NaN,1381.89,-0.0,1452.78,-12.45,NaN,NaN,3.54,1.45,1.26,3.13
5.82,-1.684579376987842,0.0231735289785497,-0.8845435796869243,0.7961031371090613,829.4457513599837,NaN,1382.6,-0.0,1437.45,-3.59,NaN,NaN,3.06,0.42,0.68,3.56
2.34,-0.3017343211053362,0.0225577172685119,-0.0798043419443943,-0.6077236672264056,680.9496620835143,NaN,1378.39,0.0,1451.99,-12.84,NaN,NaN,4.21,1.75,1.29,3.08
6.19,1.0694044921438408,0.0240423567459653,0.3243435347469664,-1.9574306549534377,1055.852657160617,1396.77,NaN,NaN,1457.54,-19.71,1.15,1.97,NaN,NaN,1.4,3.56
2.55,-0.3482565102819175,0.0230138174251591,-0.148391858898548,-0.5994870860173345,778.5858039422851,NaN,1386.33,0.0,1448.3,-12.68,NaN,NaN,3.05,1.42,1.29,3.34
4.68,-0.4637759683080648,0.0232069271883987,-0.0680254486713644,-0.4883077719692705,695.0344264139507,1397.55,NaN,NaN,1454.79,-34.35,0.58,0.65,NaN,NaN,2.16,3.74
7.84,-0.1992014912766838,0.024084404206475,-0.0562315119005198,-0.6361078883999679,724.4302883169225,NaN,1392.04,0.0,1431.65,-12.12,NaN,NaN,2.47,1.72,1.39,3.74
2.64,-1.4901208482252035,0.0234817775732805,-0.7831141725785881,0.5268667222623457,858.4037539768601,NaN,1379.77,-0.0,1452.18,-4.71,NaN,NaN,3.23,0.39,0.73,2.97
6.51,-2.047021893331746,0.023853581602977,-1.176324251544414,1.1956389849311195,877.7444686796206,NaN,1376.13,0.0,1449.09,-1.66,NaN,NaN,3.21,1.94,0.43,3.12
4.04,-1.350027225777311,0.0232629864647046,-0.7332711749447892,0.4599856673089829,818.5915863593693,NaN,1374.32,-0.0,1445.22,-1.99,NaN,NaN,3.63,0.1,0.48,3.19
2.4,-1.5172191930930865,0.0234269011383086,-0.7244010049720114,0.6063021752076513,717.1247097609253,NaN,1374.53,-0.0,1450.32,-9.75,NaN,NaN,4.44,1.36,1.1,3.05
2.64,-0.2511080760338066,0.0233173335806035,0.0203713818745446,-0.6968053869640128,661.3429765589669,NaN,1393.58,0.0,1457.28,-24.24,NaN,NaN,2.23,1.73,1.88,3.42
4.58,-1.7337866555563135,0.0226481588893147,-0.798063241620735,0.9064851392500722,671.5501358515402,NaN,1387.05,0.0,1440.39,-12.14,NaN,NaN,3.15,1.72,1.31,3.41
4.28,-0.0605313331108097,0.0236163145293929,0.0334847611037274,-0.8003030855876616,696.2621184531544,NaN,1388.49,0.0,1440.84,-13.44,NaN,NaN,2.96,1.73,1.38,3.47
2.37,-0.5714801443615847,0.0232354351380814,-0.1596785065758982,-0.3511375791996127,649.6426905968245,NaN,1387.48,-0.0,1454.8,-18.69,NaN,NaN,3.19,1.96,1.62,3.22
6.28,-0.0629938186632321,0.0229410504711016,-0.1088425317094366,-0.7970925639058133,825.8738366755828,NaN,1375.68,-0.0,1440.74,-0.72,NaN,NaN,3.44,0.45,0.3,3.37
3.66,-1.0670504512536896,0.0244569736580221,-0.4567920514536049,0.1747079133342224,702.0827095059252,NaN,1390.46,0.0,1443.54,-16.41,NaN,NaN,2.72,1.78,1.53,3.49
2.67,-1.285527072123224,0.0239211694289735,-0.6366808599157434,0.2767450569266084,867.5353392052604,NaN,1390.6,0.0,1453.04,-14.0,NaN,NaN,2.48,1.26,1.34,3.39
5.15,0.4915793359700686,0.0234956628861253,0.3584069761373735,-1.4372703012616563,737.4288738673955,NaN,1397.58,-0.0,1446.36,-30.13,NaN,NaN,0.48,0.53,2.04,3.8
3.0,-0.6556312828218995,0.0230965084921231,-0.2428037974714507,-0.2474250096556791,692.1382203041474,NaN,1389.43,-0.0,1447.25,-16.86,NaN,NaN,2.86,1.8,1.53,3.38
2.55,-0.2402050915081945,0.023253103774936,-0.0291419596148978,-0.6728843733352315,680.7704901775073,NaN,1386.7,0.0,1450.5,-16.47,NaN,NaN,3.23,1.84,1.5,3.27
4.31,0.1441135986781969,0.0239433119642967,0.1803799818383823,-1.120227350678762,750.967519251499,NaN,1397.47,-0.0,1451.73,-31.64,NaN,NaN,0.79,0.82,2.11,3.87
5.86,0.4103519968987478,0.0237712544009355,0.2332568605292707,-1.1419577039295836,636.8123521454743,NaN,1367.8,-0.0,1439.28,-5.25,NaN,NaN,5.88,1.19,0.83,3.22
2.26,-1.2904205510987294,0.0242744736879708,-0.5336749313622101,0.3583055935021442,642.7784157182713,NaN,1374.16,0.0,1457.44,-14.82,NaN,NaN,5.22,2.22,1.42,2.98
2.27,-0.4779449408926262,0.0247805782997376,-0.1551008070245972,-0.4835935050384684,692.2155994586142,NaN,1379.22,0.0,1457.34,-15.26,NaN,NaN,4.15,1.89,1.45,3.07
3.42,-1.0129219635612188,0.0235379901017446,-0.4168715525233042,0.0161139304623411,767.266769353778,NaN,1396.4,0.0,1455.89,-28.48,NaN,NaN,1.48,1.32,2.04,3.82
5.39,0.550301698773331,0.0250898512302178,0.3326763637699394,-1.548374614918367,837.0617612645236,NaN,1397.55,-0.0,1445.01,-30.08,NaN,NaN,0.62,0.67,2.05,4.14
2.92,-1.1137128163568386,0.0230807867728362,-0.4764374728915747,0.1234809837952622,760.3876457200622,NaN,1394.47,-0.0,1455.61,-24.24,NaN,NaN,2.01,1.56,1.88,3.63
5.33,-0.2499624039757599,0.0246093806288704,-0.1982571538792411,-0.6406886587024673,849.831098537241,NaN,1377.6,0.0,1442.2,-1.05,NaN,NaN,3.26,0.35,0.35,3.37
3.04,-0.8401687558457405,0.0242813569714569,-0.439102865000017,-0.1727512073615287,931.8182908773908,NaN,1392.35,0.0,1448.87,-11.9,NaN,NaN,2.19,1.05,1.22,3.6
3.67,0.2708618813469085,0.0238738911646257,0.1935514564828895,-1.2473198713105351,794.05584536497,NaN,1395.59,0.0,1447.4,-23.25,NaN,NaN,1.74,1.46,1.81,3.79
2.43,-1.4535412245433452,0.0231194339548804,-0.7169996778346585,0.5033892218669399,759.4960746941625,NaN,1371.11,0.0,1454.99,-7.83,NaN,NaN,4.55,0.98,0.96,2.81
3.81,-1.6336357285132057,0.0240934243552141,-0.6818285141132732,0.674732305100889,706.3641807485386,NaN,1397.18,0.0,1453.65,-30.22,NaN,NaN,1.09,1.08,2.07,3.7
5.02,-0.8102749789237093,0.0230973504348758,-0.3650806641226325,-0.0850114823639339,755.6665194591824,NaN,1391.98,-0.0,1437.77,-14.31,NaN,NaN,2.45,1.64,1.45,3.68
3.69,-1.277755410169289,0.0237939289717761,-0.5382284860425475,0.428514565713968,653.0937798524446,NaN,1388.83,0.0,1444.22,-15.28,NaN,NaN,2.98,1.85,1.46,3.36
4.38,1.2438386900216614,0.0232019410672053,0.8701163501097926,-2.2458891223161106,649.9583987552113,1397.15,NaN,NaN,1477.66,-41.7,0.95,1.05,NaN,NaN,2.63,4.08
2.68,0.4899312023056825,0.023374442824249,0.3051708304826511,-1.4268970847773432,734.5213245725358,NaN,1388.63,0.0,1448.69,-16.22,NaN,NaN,2.91,1.69,1.49,3.39
4.19,0.7069284320362911,0.0243079204105262,0.479577576339149,-1.6630394420027588,719.1278881756588,NaN,1397.38,0.0,1451.07,-30.42,NaN,NaN,0.91,0.93,2.06,3.75
2.68,-0.653182656241413,0.0230898878311158,-0.1531674640134284,-0.2882799845342036,638.1148349394871,NaN,1394.54,-0.0,1459.01,-25.37,NaN,NaN,2.03,1.66,1.92,3.4
4.82,-1.2135193606906656,0.0226903843942226,-0.559028040381326,0.1868994211116686,872.5391738330262,NaN,1397.57,0.0,1453.41,-31.92,NaN,NaN,0.53,0.54,2.15,4.31
3.97,-1.304495449512486,0.0237177126389386,-0.5563307772499108,0.3304807871893184,755.9302180946486,NaN,1397.02,0.0,1450.8,-28.84,NaN,NaN,1.2,1.16,2.02,3.81
6.56,1.1547681488619754,0.0232990599055966,0.5220636590578943,-1.9993593233198463,793.1182247091223,NaN,1375.66,-0.0,1438.19,-1.8,NaN,NaN,3.61,0.02,0.48,3.41
7.08,-0.999867641385428,0.0242455851274958,-0.5354218277811841,0.0824695172232621,868.8106666504664,NaN,1388.31,0.0,1433.2,-5.34,NaN,NaN,2.61,0.77,0.87,3.85
2.6,-0.6588319873519461,0.0232984176499847,-0.1649952067155035,-0.3203668346593936,650.9479788594514,NaN,1392.94,0.0,1464.54,-25.42,NaN,NaN,2.36,1.79,2.01,3.44
5.31,-0.1685257881000428,0.0241408304035411,-0.2676607730375798,-0.6263474987830464,853.1366077372768,NaN,1376.19,-0.0,1445.16,-4.94,NaN,NaN,3.37,2.57,0.76,3.35
4.55,-0.4247733623888701,0.0244116944292313,-0.0150895904630596,-0.6071486665428324,698.0171605752838,1397.4,NaN,NaN,1481.25,-45.9,0.8,0.87,NaN,NaN,2.93,4.62
2.32,-1.114482355669307,0.0227189715145705,-0.5414554613077505,0.1753410963979934,751.2822691537291,NaN,1373.8,-0.0,1453.19,-8.61,NaN,NaN,4.3,1.1,1.02,2.93
6.78,-0.5553855957384295,0.0240582054556549,-0.0135894025953276,-0.4552888111355466,678.1578174989883,1393.72,1480.96,53.31,1480.96,-53.31,1.39,1.8,2.88,4.54,2.88,4.54
7.23,-0.3008962401200986,0.0232045205623029,-0.2962583495721621,-0.5782922303039869,877.077426904784,NaN,1371.26,-0.0,1455.69,0.77,NaN,NaN,3.48,1.78,0.28,2.66
3.34,-1.0320741864740992,0.0227904403914061,-0.3800242799737983,0.0221763642049336,718.9494880899865,NaN,1396.75,0.0,1466.55,-32.3,NaN,NaN,1.34,1.22,2.3,3.89
3.53,-0.9057428136872137,0.0247573165711969,-0.3038597360402543,-0.1151418426048418,714.203127474095,NaN,1397.07,-0.0,1469.79,-35.28,NaN,NaN,1.16,1.1,2.45,4.05
4.8,-0.5584584645421066,0.0242033491067995,-0.0932269257662742,-0.4467210516525309,704.5818916981734,1397.17,NaN,NaN,1469.19,-43.24,0.94,1.07,NaN,NaN,2.57,4.19
6.89,-0.4623387689910469,0.0240572327164349,-0.1694953156775511,-0.469949691465948,786.2593562150606,NaN,1397.32,0.0,1435.98,-23.54,NaN,NaN,0.98,1.06,1.86,3.94
2.24,-0.8029532821443874,0.0241620922429495,-0.3491095411826128,-0.1322746991143539,705.7881949550625,NaN,1373.32,0.0,1453.97,-11.4,NaN,NaN,4.77,1.59,1.2,2.98
2.88,-0.0383222682787572,0.0231039563456102,-0.0064926753525229,-0.8489319401135665,730.2916303794431,NaN,1374.18,0.0,1446.91,-7.56,NaN,NaN,4.3,1.07,0.97,3.13
4.6,-0.2216655953938021,0.0234900809687325,-0.3351125445241117,-0.6513645765968555,986.9341120599072,NaN,1394.18,0.0,1463.25,-11.51,NaN,NaN,1.81,2.21,1.16,2.83
2.47,-0.6019740341085837,0.02339451701447,-0.2458781928048743,-0.2947597946684319,688.6766774137303,NaN,1375.58,-0.0,1450.04,-11.05,NaN,NaN,4.5,1.6,1.19,3.08
6.1,-1.4762160698969151,0.0230884329378995,-0.8148211147301293,0.5257237242919045,964.6631195151712,NaN,1389.35,0.0,1438.0,-1.51,NaN,NaN,2.3,0.21,0.43,3.9
6.31,-0.2473420269169263,0.022622591046955,-0.0918092483451723,-0.7847366449865979,921.2208705039144,1397.45,1448.23,-33.9,1448.23,-33.9,0.75,0.87,2.18,4.64,2.18,4.64
2.9,-0.8285008449120939,0.0250801992923353,-0.2621058175894948,-0.1082248818752149,658.229599377078,NaN,1394.69,-0.0,1454.81,-25.16,NaN,NaN,2.0,1.66,1.9,3.46
2.33,0.2099826657821337,0.0235164189605605,0.1274813645021107,-1.141023445970618,731.0017209639246,NaN,1368.86,-0.0,1453.52,-8.46,NaN,NaN,5.1,1.17,1.01,2.88
2.38,0.2655568227510413,0.0228415935765446,0.1462788529652481,-1.1908751122425607,753.6642086616656,NaN,1376.62,-0.0,1450.23,-8.67,NaN,NaN,3.98,1.11,1.03,3.06
5.57,-1.1088345185439137,0.0221048445536387,-0.4034669985762406,0.1011763849024213,749.2278878006229,1396.71,1465.0,44.72,1465.0,-44.72,1.09,1.3,2.56,4.34,2.56,4.34
6.68,1.5419520274970728,0.0232184242334614,0.8779248743008214,-2.4328369934687326,717.0873650589405,NaN,1397.51,-0.0,1438.51,-25.01,NaN,NaN,0.7,0.79,1.89,3.73
3.99,-0.6714761472839393,0.0239802287733463,-0.1713720817465712,-0.2919237515186978,688.3673236751399,NaN,1397.56,-0.0,1457.7,-33.45,NaN,NaN,0.58,0.61,2.17,3.73
4.17,-0.7448299777774378,0.0239173073304218,-0.4035752629593045,-0.1330120589978349,782.987402141405,NaN,1375.4,-0.0,1442.56,-3.91,NaN,NaN,3.77,0.42,0.69,3.28
2.38,0.2296906529977159,0.022612248803014,0.1073210456147847,-1.195845907695184,816.1857242331636,NaN,1380.41,-0.0,1453.11,-7.95,NaN,NaN,3.4,0.89,0.97,2.99
2.85,-0.7559121095315229,0.0242607049862826,-0.3150116148396099,-0.2609875830671746,789.8065798562924,NaN,1392.77,-0.0,1459.45,-22.02,NaN,NaN,2.3,1.59,1.81,3.56
2.98,-0.6250282018693423,0.0229997765364548,-0.2013502335092684,-0.332188048987568,709.1092552787196,NaN,1394.82,-0.0,1453.66,-24.72,NaN,NaN,1.96,1.59,1.88,3.56
7.61,0.2875467387377124,0.0220627068556229,0.0376189132737818,-1.218756241969852,857.4855842573821,NaN,1362.41,0.0,1461.21,0.06,NaN,NaN,4.25,1.22,0.08,2.07
3.99,-0.8068752127288743,0.0223775009818882,-0.3959041997843003,-0.0353181212515525,713.4558173122845,NaN,1373.99,0.0,1442.88,-6.28,NaN,NaN,4.34,0.98,0.89,3.22
3.59,-0.1675355790111,0.0224519845258448,0.0115397588973438,-0.844341543592122,773.8072975062688,NaN,1396.97,-0.0,1460.71,-31.22,NaN,NaN,1.22,1.13,2.19,3.95
2.93,-0.5157103006115484,0.0231127657239493,-0.1899655594290447,-0.3500422973123225,669.0798087368396,NaN,1379.53,0.0,1447.13,-11.65,NaN,NaN,4.06,1.7,1.24,3.18
2.8,0.3625922870829436,0.0234501938798688,0.2906839395781869,-1.2263788461196277,635.7978311307862,NaN,1383.83,-0.0,1449.08,-14.64,NaN,NaN,3.66,1.93,1.41,3.18
2.79,-0.2471007563095331,0.0255348760097002,-0.1091105509638459,-0.7180233162812688,815.7933026747286,NaN,1388.19,0.0,1446.4,-12.85,NaN,NaN,2.81,1.37,1.3,3.48
3.29,-0.6031539041375659,0.0234470464762863,-0.2619394352806394,-0.2429851413737147,678.3608624078709,NaN,1372.43,-0.0,1445.64,-8.43,NaN,NaN,4.89,1.4,1.04,3.14
4.84,-0.4811554901578947,0.0235694028004473,-0.1958596572716501,-0.5651197141486202,893.4419535348521,NaN,1397.59,0.0,1459.17,-33.73,NaN,NaN,0.43,0.44,2.29,4.53
2.72,-0.8327880849409652,0.0237450021004515,-0.4022913936979954,-0.0464483011938963,706.4338259201083,NaN,1360.33,-0.0,1449.58,-6.57,NaN,NaN,7.46,1.06,0.88,2.95
3.87,0.0522659413371117,0.0242290902851654,0.0421283706104508,-0.9795258928782784,793.7709065689386,NaN,1388.88,0.0,1441.0,-11.95,NaN,NaN,2.76,1.43,1.28,3.59
4.15,-0.5524636943927309,0.0238326233127199,-0.2419331755469786,-0.3172785171935026,722.8602747181286,NaN,1384.51,-0.0,1440.81,-10.46,NaN,NaN,3.32,1.49,1.2,3.43
3.96,-1.4559829732322085,0.0242748047906906,-0.5885612015903052,0.5577326418959988,667.6464034647299,NaN,1396.19,0.0,1447.26,-24.25,NaN,NaN,1.58,1.45,1.85,3.52
3.86,0.6001337410073372,0.0236595103132951,0.2490592988581326,-1.513418552259676,844.6799244582228,NaN,1379.73,0.0,1443.81,-2.98,NaN,NaN,3.21,0.16,0.6,3.33
4.2,-1.777559696164524,0.0221331211946248,-0.7411374340089942,0.7521054408183511,735.6347070075674,1397.6,NaN,NaN,1472.97,-40.15,0.21,0.21,NaN,NaN,2.65,4.36
2.66,0.3015181081489183,0.0234473187785826,0.1217353685617773,-1.254905320747095,820.7445294573034,NaN,1374.53,0.0,1453.65,-4.84,NaN,NaN,3.75,0.42,0.73,2.83
3.51,0.4872162743479188,0.023205988154974,0.2931687910210906,-1.3242439450957004,670.1603628493322,NaN,1376.16,-0.0,1444.58,-9.24,NaN,NaN,4.41,1.51,1.1,3.19
2.99,-1.2209476268873578,0.0237753560707566,-0.419316346632816,0.239654584054353,649.4077267183781,NaN,1396.45,-0.0,1466.36,-30.77,NaN,NaN,1.47,1.33,2.2,3.62
2.29,0.1748248532712986,0.0242828872574883,0.1812717551736499,-1.1367202016033655,689.8686054173279,NaN,1383.52,0.0,1457.27,-17.13,NaN,NaN,3.64,1.91,1.55,3.16
3.66,0.5648574819140899,0.024853179367473,0.2644845673861519,-1.4440110884912811,762.4623245210933,NaN,1373.1,0.0,1443.99,-4.82,NaN,NaN,4.12,0.58,0.77,3.21
5.16,-0.0270981760398538,0.0239945866634757,0.1022185625107697,-0.9920661557918954,783.757921476536,1397.37,NaN,NaN,1461.39,-41.9,0.82,0.94,NaN,NaN,2.5,4.38
5.42,-0.2354732119611447,0.0230934903258739,-0.2856415851019832,-0.6169371238179029,900.3992439064131,NaN,1380.85,-0.0,1450.05,-3.26,NaN,NaN,2.91,2.15,0.6,3.14
4.01,-0.1267139531398563,0.0231196465205863,-0.1073740167067995,-0.7595601173929845,802.990558785385,NaN,1375.49,-0.0,1443.82,-3.04,NaN,NaN,3.65,0.19,0.6,3.25
2.67,-0.7921593164979871,0.0227826565922707,-0.2396176734360807,-0.136519977795778,644.4779816289955,NaN,1393.62,-0.0,1456.1,-23.5,NaN,NaN,2.23,1.74,1.83,3.36
4.85,-1.3988867418790156,0.0254713382013709,-0.7217416440180107,0.5011276114781437,807.1736444095634,NaN,1382.04,-0.0,1438.93,-5.52,NaN,NaN,3.23,0.75,0.85,3.5
2.48,-1.006258818813356,0.0225243111452787,-0.4091622281296096,0.0955199473204343,673.9662767420222,NaN,1385.99,0.0,1451.29,-16.22,NaN,NaN,3.33,1.86,1.49,3.23
3.85,-0.7412849141867015,0.0241692783368125,-0.1388410991837802,-0.2549166181110443,647.7023561355287,1397.58,NaN,NaN,1473.46,-38.3,0.46,0.49,NaN,NaN,2.49,3.91
5.88,-0.2555595616462058,0.0233623877319231,-0.2933884077644777,-0.5994746051150489,909.1494247683966,NaN,1382.91,-0.0,1448.3,-3.4,NaN,NaN,2.78,2.13,0.62,3.26
3.61,-0.7081256176681434,0.0236451222943122,-0.3042444299612186,-0.1007444130052992,645.6152744419084,NaN,1366.2,0.0,1445.35,-7.8,NaN,NaN,6.58,1.62,1.0,3.09
4.85,-0.6500400242574778,0.0228336829574329,-0.3818846780767258,-0.2049046391696863,785.3183199675223,NaN,1370.55,0.0,1443.27,-1.74,NaN,NaN,4.08,0.15,0.45,3.21
2.99,-1.1907019559653875,0.023741242351837,-0.5455769839535787,0.308178814536574,699.7092526683488,NaN,1380.8,0.0,1445.97,-11.24,NaN,NaN,3.8,1.57,1.22,3.25
2.33,-0.043495619852924,0.0237264886202778,0.0792473854799962,-0.9245574413723232,685.1743595039129,NaN,1384.05,0.0,1458.87,-17.76,NaN,NaN,3.59,1.94,1.6,3.16
6.19,0.237366798553853,0.0230526843254954,0.0200004884723527,-1.180973140532095,889.0822176048264,NaN,1372.41,0.0,1458.61,-0.2,NaN,NaN,3.42,0.87,0.14,2.4
3.62,-0.3485117324488715,0.0244327820734114,-0.1735837145229235,-0.6416095489244994,883.8285638135011,NaN,1393.36,-0.0,1443.81,-14.92,NaN,NaN,2.12,1.33,1.42,3.81
2.33,-0.6329797553479681,0.0224942697115937,-0.2665379207583844,-0.2785258019835407,697.6360043733188,NaN,1374.14,0.0,1451.99,-10.79,NaN,NaN,4.65,1.55,1.17,3.01
2.82,-0.4047042052628273,0.0246447090376327,-0.1481104106578188,-0.451332419761878,659.9468945367962,NaN,1364.57,0.0,1448.57,-9.01,NaN,NaN,7.15,1.79,1.06,3.03
2.53,-0.4466953483354193,0.0228171584209203,-0.2015466507851177,-0.5505158743545657,825.2614727310734,NaN,1389.36,0.0,1454.15,-14.75,NaN,NaN,2.67,1.38,1.39,3.31
7.08,-0.3841827826320467,0.0240211659260508,-0.29453160721548,-0.4448377177667297,807.3257015229525,NaN,1367.62,-0.0,1443.09,0.02,NaN,NaN,4.09,1.14,0.05,3.23
5.69,-0.0122106938329087,0.0234075522884925,-0.2170265594203023,-0.8434786334898128,883.2232463412056,NaN,1368.54,0.0,1463.29,-4.02,NaN,NaN,3.68,2.78,0.66,2.09
7.8,-0.5214140000700714,0.0244329220458303,-0.3436591631964028,-0.452562328044166,869.339862199714,NaN,1364.0,-0.0,1462.84,0.5,NaN,NaN,4.12,0.78,0.22,1.85
